가맹점코드,위도,경도,가맹점명,주소
UKSL4T,37.4924409,127.0309581,브릭샌드(강남역점),06232) 서울특별시 강남구 강남대로 지하396 (역삼동) 강남역 신분당선 지하1층 4번
Q0K0TE,37.4120139,127.0978311,밀본(파미어스몰점)_QR,13449) 경기도 성남시 수정구 창업로 17 (시흥동) 판교아이스퀘어 B동 2층 201-1호(시흥동)
1FQQS7,37.4404576,126.4310224,만수무강QR,22385) 인천 중구 공항서로 141-1 B동 1층 일부 
0AH7MB,37.3606013,127.1128787,분당곱창_QR,13612) 경기도 성남시 분당구 내정로7번길 15-1 (정자동) 1층
0NDG9X,37.3602348,127.112882,티씨오티씨(TCOTC)_QR,13612) 경기도 성남시 분당구 불정로71번길 4-4 (정자동) 1층
25PXT0,37.3602082,127.1115862,이레스시,13612) 경기도 성남시 분당구 불정로65번길 1 (정자동) 1층
6ZLZUW,37.3609733,127.1135774,란반_QR,13612) 경기도 성남시 분당구 내정로11번길 9 (정자동) 1층
G1H5Z9,37.3602084,127.1125879,카산도(정자본점)_QR,13612) 경기도 성남시 분당구 불정로71번길 2 (정자동) 1층
G47RTG,37.3605882,127.1118947,빙토피아_QR,13612) 경기도 성남시 분당구 불정로65번길 6 (정자동) 1층
HWYTY5,37.3614021,127.1135651,토속정_QR,13612) 경기도 성남시 분당구 내정로11번길 10-3 (정자동) 1층
IKZUDY,37.3605975,127.1138708,정성죽_QR,13612) 경기도 성남시 분당구 내정로7번길 7 (정자동) 1층
KX4HMU,37.3602278,127.1138708,스시생선가게,13612) 경기도 성남시 분당구 불정로77번길 4-6 (정자동) 1층
OG34KF,37.3606115,127.1127328,도담 참숯닭갈비 봉평막국수_QR,13612) 경기도 성남시 분당구 내정로7번길 17 (정자동) 1층
SH9A0Q,37.360838,127.1134408,마린보이코다리1번가(분당정자점),13612) 경기도 성남시 분당구 불정로77번길 10 (정자동) 1층
T45O1R,37.3615238,127.1145117,전주콩뿌리 콩나물국밥,13612) 경기도 성남시 분당구 불정로87번길 18 (정자동) 1층
UAP58F,37.3613833,127.1131618,함흥미식관,13612) 경기도 성남시 분당구 불정로77번길 15 (정자동) 1층
WNO4FP,37.360841,127.1135739,평안도왕순대(본점)_QR,13612) 경기도 성남시 분당구 내정로7번길 10-1 (정자동) 1층
WX0MW5,37.3609978,127.1131739,고향집삼계탕_QR,13612) 경기도 성남시 분당구 내정로11번길 13 (정자동) 1층
YTKSXN,37.3604459,127.1141448,백청우칼국수,13612) 경기도 성남시 분당구 불정로77번길 4-9 (정자동) 1층
907DBU,37.4040238,127.1000896,바나프레소 (판교우림W시티점),13486) 경기도 성남시 분당구 판교로255번길 9-22 (삼평동) 1층 113호
LM7ZR7,37.4901319,127.0056662,바나프레소 (롯데마트서초점),"06655) 서울특별시 서초구 서초대로38길 12 (서초동, 마제스타시티, 힐스테이트 서리풀) 지하1층"
8UFVYZ,37.3647862,127.1070939,문어세상 해천탕(정자역점),"13558) 경기도 성남시 분당구 성남대로331번길 9-9 (정자동) 2층 201호,202호"
PWBTGH,37.49459,127.1191309,맛있는 샤브 돈까스_KIOSK,05719) 서울특별시 송파구 송파대로30길 16 지하1층 101호 
0K11XP,37.5657556,126.8256199,스시도쿠(마곡코엑스점),"07797) 서울특별시 강서구 마곡중앙로 143 (마곡동) ,본동 지하2층 222호(마곡동,르뤠스트 시티)"
U2IGF9,37.377233,127.1121602,플러스양파_QR,13595) 경기도 성남시 분당구 백현로101번길 13 (수내동) 월드프라자빌딩 2층 203호
CYGQEJ,37.377233,127.1121602,양파식당(플러스양파),13595) 경기도 성남시 분당구 백현로101번길 13 (수내동) 월드프라자빌딩 2층 203호
MPDJV2,37.400662,127.1066111,윤가네용대리황태국(판교점)_QR,"13494) 경기 성남시 분당구 대왕판교로 660 삼평동, 유스페이스1 1층 "
DZBAVN,37.4926052,127.0114634,뽕사부(교대점),06645) 서울특별시 서초구 서초대로 270 (서초동)  1층
LVC96J,37.4896777,127.0075852,오구피제리아(서초점),"06656) 서울특별시 서초구 반포대로27길 13 (서초동, 서초꽃마을 주얼리) 1층"
R4WF9K,37.4896777,127.0075852,로아스토어 카페(서초점),"06656) 서울특별시 서초구 반포대로27길 13 (서초동, 서초꽃마을 주얼리) 지하1층"
TL0JWQ,37.547545,127.0544523,오니기리와이규동(성수점)_QR,04793) 서울특별시 성동구 성수일로12길 34 (성수동2가) 1층
3PLICZ,37.5135726,127.1100969,솔직한우(방이점)_QR,05547) 서울특별시 송파구 올림픽로32길 33 (방이동) 지하1층~지상2층(방이동)
IPFPKB,37.5016237,127.0383927,솔직한우(역삼점)_QR,"06141) 서울특별시 강남구 테헤란로 205 (역삼동) 지하1층~지상2층(역삼동, 역삼빌딩)"
YS21LR,37.5101521,127.0844263,솔직한우(잠실점)_QR,05559) 서울특별시 송파구 백제고분로9길 49 (잠실동) 1층(잠실동)
QZE8F1,37.5657556,126.8256199,브레디몽(마곡코엑스점),07797) 서울특별시 강서구 마곡중앙로 143 (마곡동)  (마곡동) 본동 지하 2층 232호 브레디몽
4UFIY9,33.5069938,126.4935191,향토음식점,63115) 제주특별자치도 공항로 2 4층
SELF_Q82DFO,37.4020635,127.1070821,거금도(판교점),13494) 경기도 성남시 분당구 대왕판교로 670  유스페이스2 B동 B115호 수작 
7GF4ER,37.394296,127.1103268,영용지교(우몽가든 판교점),"13529) 경기 성남시 분당구 판교역로 152 백현동, 알파돔타워, 1층 "
CV5IW4,37.5724912,126.9742671,착한코다리,03173) 서울특별시 종로구 새문안로5가길 3-1 (당주동) 1층
UK2D59,37.4120139,127.0978311,101번지 남산돈까스(판교파미어스몰점),13449) 경기도 성남시 수정구 창업로 17 (시흥동) C동 지하1층 B109-2호
T6FFTS,37.4011402,127.1073465,소해,13494) 경기도 성남시 분당구 대왕판교로 660 (삼평동) 221호
1JL48K,37.3777866,127.1118045,준 이자카야 라멘 초(덮)밥,13595) 경기도 성남시 분당구 황새울로200번길 9-7 (수내동) 1층 107호
2227SX,37.5325939,127.1320434,미역쿡_QR,05389) 서울특별시 강동구 천호대로170길 66 (성내동) 1층
C3JCJV,37.4855059,127.0310379,불로삼계백숙_QR,06734) 서울특별시 서초구 서운로6길 30 (서초동)  B1
OLYV3O,37.4912771,127.0113937,마라공방(교대점),"06646) 서울특별시 서초구 반포대로28길 54 (서초동)  서초동, 대진빌딩 1층 "
98KVN3,37.3976861,127.1114189,카페버니_QR,13524) 경기도 성남시 분당구 판교역로192번길 16 (삼평동) 1층
SELF_CP9B82,37.5586238,126.9732635,백채김치찌개 (서울역점),04512) 서울특별시 중구 세종대로 17 (남대문로5가) 지하1층 2호 
AAUV57,37.491136,127.011496,한창희 천하일면(서초점),"06646) 서울특별시 서초구 반포대로28길 56-6 (서초동) 1층 101호(서초동,동환빌딩)"
V7TLWY,37.4867831,127.0311273,샤브온당(양재역점),06730) 서울특별시 서초구 남부순환로347길 54 (서초동) 1층
C24BVS,37.377233,127.1121602,월선네(수내점),13595) 경기도 성남시 분당구 백현로101번길 13 (수내동) 2층
HQE74V,33.488434,126.4809901,경일낙지,"63098) 제주특별자치도 제주시 다랑곶길 30 (노형동, 경일빌라) 1층"
IB50NK,33.4839036,126.4758565,료신(노형점)_QR,63102) 제주특별자치도 제주시 노형로 377 (노형동) 1층
ISHMGS,33.4897882,126.4868213,본죽&비빔밥caf(신제주점)_QR,63129) 제주특별자치도 제주시 삼무로 2 (연동) 1층
L0GI15,33.487105,126.484241,일과삶사이틈_QR,63081) 제주특별자치도 제주시 원노형5길 17-9 (노형동) 1층
LZYC01,33.4879447,126.4833408,일산칼국수_QR,63081) 제주특별자치도 제주시 도령로 40 (노형동) 1층
WKKA7N,33.4870303,126.4805326,제주삼호복집_QR,63098) 제주특별자치도 제주시 도령로 11 (노형동) 1층
VFSCXB,33.4885859,126.4811498,요달의찜닭(제주노형점)_QR,63098) 제주특별자치도 제주시 다랑곶길 32 (노형동) 1층
X1UGAA,37.4844697,126.8932895,행복한 한식뷔페_QR,"08381) 서울특별시 구로구 디지털로29길 38 (구로동) 1층 106호(구로동, 에이스테크노타워)"
44DSAS,33.4055621,126.2565193,문쏘(제주협재점)_QR,63012) 제주특별자치도 제주시 한림읍 한림상로 15-5 1층
5MPB95,33.4030612,126.2511769,회나루_QR,63012) 제주특별자치도 제주시 한림읍 옹포1길 14 1층
6L35TI,33.4058186,126.2563891,카페리꼬_QR,63012) 제주특별자치도 제주시 한림읍 한림로 542 1층
8ENDJQ,33.4050246,126.2579304,옹포별장가든_QR,63012) 제주특별자치도 제주시 한림읍 한림상로 24 1층
CI72AN,33.4059402,126.2553529,옹포졸복집(청계정원)_QR,63012) 제주특별자치도 제주시 한림읍 한림해안로 8 (씨비양빌리지) 101호
NXPE86,33.4073285,126.2577099,어박사(한림본점)_QR,63013) 제주특별자치도 제주시 한림읍 한림로 564 1층
OFLSMA,33.4040256,126.2541426,옹포상회_QR,63012) 제주특별자치도 제주시 한림읍 월계로 10 1층
UM1YYG,33.4077468,126.2535745,고향흑돼지_QR,63012) 제주특별자치도 제주시 한림읍 한림해안로 29 1층
VZFJ31,33.4051001,126.255347,반올림피자(한림점)_QR,63012) 제주특별자치도 제주시 한림읍 한림로 530 1층
WSW0XJ,33.4033959,126.2523107,난춘식당_QR,63012) 제주특별자치도 제주시 한림읍 한림로 496 1층
MHQQDF,37.5170285,127.0304925,토브버거_QR,06051) 서울특별시 강남구 도산대로30길 46 (논현동) 1층
32OCQB,37.4120139,127.0978311,거궁찬(판교점)_QR,13449) 경기도 성남시 수정구 창업로 17 (시흥동) 아이스퀘어 b동 1층 104호
3LJ2SB,37.4121393,127.0949763,비코(Back In The Corner)_QR,13449) 경기도 성남시 수정구 창업로 42 (시흥동) 지하 2층
3SW3TQ,37.4121393,127.0949763,이태리부대찌개(제2판교점)_QR,13449) 경기도 성남시 수정구 창업로 42 (시흥동) 지하 1층
5OSN1S,37.4120139,127.0978311,엄니도시락한식뷔페(판교아이스퀘어점)_QR,13449) 경기도 성남시 수정구 창업로 17 (시흥동) F동 지하1층 B104~B107호
5PE34C,37.4120139,127.0978311,종로북앤베이커리(판교파미어스몰)_QR,13449) 경기도 성남시 수정구 창업로 17 (시흥동) B동 B1F 
68RLKG,37.4137226,127.099789,힘난다버거(판교TC점)_QR,13449) 경기도 성남시 수정구 대왕판교로 815 (시흥동) 1층
8AQJIE,37.4134343,127.0983949,시먼당(파미어스몰점)_QR,13449) 경기도 성남시 수정구 창업로 18 (시흥동) 2층
8HNLXR,37.4127277,127.0961281,가든서비스(바캉스)_QR,"13449) 경기도 성남시 수정구 창업로40번길 6 (시흥동, 판교 제2테크노밸리 LH 1단지) 지하 2층"
H9H6S3,37.4144078,127.1013035,짬뽕지존(판교점)_QR,13448) 경기도 성남시 수정구 대왕판교로 830 (시흥동) 1층
KAQXPL,37.4120139,127.0978311,파파보틀_QR,13449) 경기도 성남시 수정구 창업로 17 (시흥동) 지하 1층
MNDFR3,37.4134343,127.0983949,샐리쿡 밍_QR,13449) 경기도 성남시 수정구 창업로 18 (시흥동) 1층
NK4S4X,37.4120139,127.0978311,모모유부(판교파미어스몰점)_QR,13449) 경기도 성남시 수정구 창업로 17 (시흥동) 지하1층 비104-1호
V13C4O,37.4093159,127.097797,청계산담백미_QR,13449) 경기도 성남시 수정구 달래내로 22 (금토동) 1층
X7ZGMI,37.4120426,127.0926859,단무지_QR,13449) 경기도 성남시 수정구 창업로40번길 30 (시흥동) 지하 2층
8OZX9N,37.4766455,126.8895785,얌얌 한식뷔페_QR,08514) 서울특별시 금천구 디지털로10길 37 (가산동) 235~237호(가산동)
7HCR14,37.4171699,127.2570044,"두레정가보쌈, 순대국",12739) 경기도 광주시 중앙로 196 (송정동) 1층
9GYBBT,37.3979519,127.1125344,모토이시(판교점),"13524) 경기도 성남시 분당구 분당내곡로 159 (삼평동) A동 1층 115호, 116호"
CKNYRP,37.4127627,127.2560172,송정국수,12755) 경기도 광주시 중앙로145번길 10 (경안동) 1층
I1EWLE,37.4160315,127.2479562,이삭토스트(광주탄벌점),"12750) 경기도 광주시 벌원길 63-3 (탄벌동, 미래빌딩) 1층 102호 "
AA2VWK,37.5312873,126.9715168,용산삼계탕_QR,04382) 서울특별시 용산구 한강대로48길 20 (한강로2가) (한강로2가)
FK7AWD,37.5298108,126.9700636,용산토리_QR,"04386) 서울특별시 용산구 한강대로38가길 7-18 (한강로2가) (한강로2가,은풍빌딩)"
D9N5XV,37.3387471,127.110711,왕고집 참숯구이,"13637) 경기도 성남시 분당구 구미로9번길 8 (구미동, 세종그랑시아) 1층 "
PZH_8278,35.9424486,128.6298636,피자헛(연경봉무점),41003) 대구광역시 동구 동화천로70길 39 (지묘동) 105호
SELF_M87M5N,37.3975108,127.1120412,임 아로이,13524) 경기도 성남시 분당구 판교역로192번길 14-2 (삼평동) 2층 211호 
6KCWEU,37.3843546,127.1219861,분당순두부칼국수&분당쭈꾸미,13591) 경기도 성남시 분당구 분당로53번길 15 (서현동) 2층 204호
NRLDH5,37.400662,127.1066111,카페우드진(판교테크노밸리점)_KIOSK,13494) 경기 성남시 분당구 대왕판교로 660 224호 .
PENOXD,37.4124594,127.0955824,커스텀커피(판교테크노밸리점),13449) 경기 성남시 수정구 창업로40번길 6 근린생활시설동 지하2층 3호
T4TMND,37.4020635,127.1070821,커스텀커피(삼평동점),13494) 경기도 성남시 분당구 대왕판교로 670 1층 121호
2R1BQE,37.3614538,127.1065726,선비칼국수(성남분당정자역점),"13559) 경기도 성남시 분당구 정자일로 120 (정자동, 삼성아데나루체) ,1층 115~116호(정자동, 삼성아데나루체)"
PFNS0Q,37.400662,127.1066111,미메이라_KIOSK,13494) 경기도 성남시 분당구 대왕판교로 660 (삼평동) 지하 1층
HY5S0X,37.3602878,127.1065184,선비칼국수(성남분당정자역점),"13559) 경기도 성남시 분당구 정자일로 120 (정자동, 삼성아데나루체) 1층 115~116호(정자동, 삼성아데나루체)"
8G8WLS,37.5673898,126.9830224,가마솥순대국밥(을지로입구역점),04540) 서울특별시 중구 남대문로 114-1 (남대문로1가) 1층
XVEH1P,37.5634308,126.82665,슬로우캘리(마곡르웨스트점),"07797) 서울특별시 강서구 마곡중앙로 111, 지하 2층 B226, B246호"
72W221,37.4012686,127.1086539,프레퍼스다이어트푸드(판교점),"13494) 경기도 성남시 분당구 판교역로 231 (삼평동) 1층 109호 (삼평동,에이치스퀘어에스동)"
SMRW67,37.4783216,126.8927912,영향,08528) 서울특별시 금천구 남부순환로108길 7 (가산동) 지하 1층
55IVPX,37.5618881,126.8371087,황마돈 발산돈까스,07794) 서울특별시 강서구 마곡중앙8로5길 11 마곡파인스퀘어3차 104호
TLGB8U,37.6574145,126.7715772,투썸플레이스(일산문화공원점),10402) 경기도 고양시 일산동구 정발산로 31-17 (장항동) 1층 투썸플레이스 일산문화공원점 
RY1VMM,37.507849,127.0610464,투썸플레이스(삼성역점),"06181) 서울특별시 강남구 테헤란로 520, 삼안빌딩 "
JGT525,37.5673455,127.0075688,탁사발두부공방(동대문역사문화역점),"04564) 서울특별시 중구 장충단로 249-28 (을지로6가) 지하1층,1층"
MKW3M6,37.5619989,126.796365,모두락(카페3호점)_QR,07505) 서울특별시 강서구 하늘길 70 (과해동) 1층
R1KM9P,37.3964815,127.11193,해미옥 판교점,13524) 경기도 성남시 분당구 대왕판교로606번길 41 (삼평동) 지하 1층 B02호
XFZTKX,37.5215485,126.9229429,우나기 욘다이메 카쿠카와,07321) 서울특별시 영등포구 의사당대로 96 (여의도동) 2층
NHNNDT,37.535489,127.134836,메가MGC커피(강동역점),05355) 서울특별시 강동구 천호대로 1107
CJ99M6,36.0737835,128.3935648,메가MGC커피(칠곡석적우방점),"39843) 경상북도 칠곡군 석적읍 석적로 933-4 , 1층 "
HWVYAC,37.400662,127.1066111,양우양꼬치(점심뷔페)_QR,"13494) 경기도 성남시 분당구 대왕판교로 660 (삼평동) B동 144호,152호,153호,154호(삼평동, 유스페이스1)"
LMHLH3,37.5688515,126.8273387,더블타코(마곡나루점),"07788) 서울특별시 강서구 마곡중앙로 161-8 (마곡동) 제비동 제1층 116호(마곡동,두산더랜드파크)"
PZH_8932_2,36.1049013,128.419971,피자헛(구미인동점),39397) 경상북도 구미시 인동2길 6 (진평동) 1층 피자헛
QK4351,37.4825151,126.8972765,정심재(본점),"08390) 서울특별시 구로구 디지털로26길 111 1층 108호 구로동, 제이앤케이디지털타워 "
SELF_MMQEW9,37.4120426,127.0926859,주니아(판교it센터점)_QR,"13449) 경기도 성남시 수정구 창업로40번길 30 (시흥동) B208,B209"
1F50Z0,37.5352653,127.1326711,디저트39(강동역점),"05381) 서울특별시 강동구 천호대로 1092 (성내동, 에스케이허브진) 1층 11호(성내동,에스케이허브진)"
28MGB0,37.5330426,127.1322904,미도리카페(midori cafe)_QR,05382) 서울특별시 강동구 천호대로170길 56 (성내동) 1층 102호(성내동)
Y4A609,37.5377155,127.137353,강동짬뽕_QR,05354) 서울특별시 강동구 천중로40길 78 (길동) 1층
8V0LB1,37.5701196,126.999799,광장시장 통통오징어,03195) 서울특별시 종로구 창경궁로 88 (예지동) 67-2호(예지동)
JMOE41,37.57193,126.9998206,원할머니보쌈족발 종로5가점_QR,03129) 서울특별시 종로구 종로31길 22 (연지동) 1층(연지동)
KAXJS3,37.3609874,127.1138009,유이타바,13612) 경기도 성남시 분당구 내정로11번길 7 (정자동) 1층
4DTAIX,37.3845238,127.1221756,카츠소야(서현점)_QR,13591) 경기도 성남시 분당구 분당로53번길 19 (서현동) 1층 106호
ART47D,37.5707427,126.9836089,커피기업(종로타워직영점),03161) 서울특별시 종로구 종로 51 (종로2가)  종로타워 지하2층
4545SD,37.3608462,127.1137983,돌판하나,13612) 경기도 성남시 분당구 내정로7번길 8 (정자동) 1층
HZM0HO,37.3605834,127.1145148,김명자낙지마당(정자점),13612) 경기도 성남시 분당구 불정로87번길 6 (정자동) 지하 1층
O1ILGF,37.3609907,127.113435,신가네 부대찌개,13612) 경기도 성남시 분당구 내정로11번길 11 (정자동) 1층
UWJD6X,37.3606057,127.1139982,달콩,13612) 경기도 성남시 분당구 내정로7번길 5-1 (정자동) 1층
9KDZIC,37.5358673,127.1273067,대삼박이_QR,05384) 서울특별시 강동구 천호옛14길 34 (성내동) 1층 
VDCNNJ,37.5690691,126.9885836,구이와찌개_QR,"03191) 서울 종로구 종로16길 22 관철동, 모암회관 "
IHZRYV,37.529187,126.967886,메가MGC커피(신용산역지하상가점),"04386) 서울특별시 용산구 한강대로 지하 112 , 지하층 429-01호 신용산역(한강로2가) "
PPV2LY,37.5000285,127.0365145,커피기업(강남GFC점),"06236) 서울특별시 강남구 테헤란로 152 (역삼동) ,2층(역삼동, 강남파이낸스센터)"
MZJ063,37.377133,127.1154775,소소떡볶이(분당수내점)_KIOSK,"13597) 경기 성남시 분당구 내정로165번길 50 ,1층110호(수내동,크리스탈빌딩)"
1SIPQH,37.4966923,127.0304224,국빈,06240) 서울특별시 강남구 테헤란로4길 27 (역삼동) 지상2층(역삼동)
U2PBWH,37.497011,127.0298541,우동명가 다카마쓰 강남본점,06232) 서울특별시 강남구 강남대로84길 15 (역삼동)  1층 102-2호
SELF_63P7FU,37.4877397,126.7767837,만나당 김치찜,14617) 경기도 부천시 원미구 신흥로 45 (심곡동) 3층 만나당 김치찜 
F73HD1,37.5256654,126.9672316,용산면옥_QR,"04387) 서울특별시 용산구 서빙고로 17 상가동 1층 63호,64호,65호(한강로3가,용산센트럴파크 해링턴스퀘어)"
BI2UDU,37.4915781,127.0299697,밀양무안돼지국밥,"06627) 서울특별시 서초구 강남대로 321 (서초동, 서초동 대우디오빌프라임) B108호 "
BFJI8F,37.4843459,126.8992851,순백회관 구로디지털단지역점,08378) 서울특별시 구로구 디지털로34길 55 (구로동) 지하 1층 114호 
LA11167,37.4686919,126.8968869,롯데리아(독산점),"08584) 서울시 금천구 시흥대로 391 (독산동, 홈플러스금천점 1층) "
75MX9L,36.9941023,127.1395452,솥뚜껑 삼겹살&해장국_QR,17564) 경기도 안성시 공도읍 서동대로 3892 1층
Z9QEQZ,36.993591,127.1381795,24시전주명품콩나물국밥_QR,17564) 경기도 안성시 공도읍 진사길 3 1층 101호
SELF_1KM9IW,37.3966253,127.1107001,신주옥미(판교점),"13524) 경기도 성남시 분당구 대왕판교로606번길 31 (삼평동) 115,116,117호 신주옥미 판교점"
M9O0PT,37.5673141,126.8275549,웨이,"07788) 서울특별시 강서구 마곡중앙5로 6 (마곡동) 2층 218호(마곡동, 마곡나루역 보타닉푸르지오시티)"
YX9XMP,37.5187788,127.020684,피그닉,"06034) 서울특별시 강남구 압구정로2길 46 (신사동, ---------) 1층"
QU5FSX,37.5289328,126.9668158,커피빈(신용산래미안점),04378) 서울특별시 용산구 한강대로95 커피빈(신용산래미안점) 
JTYC03,37.3704086,126.9450427,매머드익스프레스(금정역점),"15809) 경기도 군포시 공단로 294, 1 층 일부호 "
0X9LGW,37.402122,127.1104451,풀동네(판교점),"13493) 경기도 성남시 분당구 판교역로 240 (삼평동) A동 1층 120호(삼평동,삼환하이펙스A동)"
1FWZAA,37.402122,127.1104451,오늘은샐러드,13493) 경기도 성남시 분당구 판교역로 240 (삼평동) 지하 1층
42JC82,37.5672462,126.8258416,도니랑 김치생삼겹,07788) 서울특별시 강서구 마곡중앙5로 18 (마곡동) 1층
GO2102,37.5636988,126.8253063,삼청당(마곡코엑스점_KIOSK,"07797) 서울 강서구 마곡중앙로 111 ,지하2층 B235호, 236호"
RETD1Q,37.3643932,127.1076958,투쿡(정자본점),13558) 경기도 성남시 분당구 성남대로331번길 3-13 (정자동) 108호
SELF_UOVJCE,37.5680924,126.8254451,소복집_QR,07788) 서울특별시 강서구 마곡서로 158 (마곡동) 1층 116호 소복집
SFNLEA,37.3777866,127.1118045,준 이자카야 라멘 초(덮)밥,13595) 경기도 성남시 분당구 황새울로200번길 9-7 (수내동) 1층
UJ1SKN,37.5657556,126.8256199,침스버거,07797) 서울특별시 강서구 마곡중앙로 143 (마곡동) 본동 지하2층 211호
67K620,37.5290605,126.9667193,테그42(용산역점),04378) 서울특별시 용산구 한강대로 95 지하1층 b144호 
Z15W87,37.3681637,127.1063114,팔선,13558) 경기도 성남시 분당구 느티로 16 (정자동) 201호
S1HZFG,37.4011402,127.1073465,역전국밥(판교점),"13494) 경기도 성남시 분당구 대왕판교로 660 (삼평동) 2층 213호(삼평동,유스페이스1) "
9UJXYY,37.4535172,126.4422107,아모제푸드_T1_AS 서편_KIOSK2,22382) 인천광역시 중구 공항로 272 제1여객터미널 A/S 서편 2층 직원식당 
XWKVW1,37.4535172,126.4422107,아모제푸드_T1_AS 서편_KIOSK1,22382) 인천광역시 중구 공항로 272 제1여객터미널 A/S 서편 2층 직원식당 
PAPA323,35.2114601,129.0601982,파파존스(온천사직점),"47730) 부산광역시 동래구 충렬대로107번길 65 (온천동, 동래 래미안 아이파크) 상가 315동 105호"
WFO5EZ,37.5040477,127.0540082,작은동경_QR,"06196) 서울특별시 강남구 테헤란로70길 25 (대치동, 백합빌) 2층 201호중 2호(대치동,백합빌) "
K84TB4,37.3771266,127.1119423,(주)라온필돈가스에미치다,"13595) 경기 성남시 분당구 백현로101번길 11 수내동, 동현프라자 103호 "
1CIR7E,37.3940611,127.1091857,노바,13530) 경기 성남시 분당구 판교역로 145 타워2동 1층 117호 
SAMMZQ,37.5255541,126.9647616,포케올데이(용산역점),"04388) 서울특별시 용산구 한강대로 54-2, 2층(한강로3가) "
F2KVS9,37.4832748,127.0344755,김밥천국(양재점)_KIOSK,"06749) 서울특별시 서초구 강남대로 221 (양재동)  (양재동) 1층 114호(양재동, 양재역환승주차장)"
R8C141,37.4844444,127.0366875,부대옥 양재역점_QR,"06737) 서울특별시 서초구 남부순환로 2614 (양재동, 한솔로이젠트) 1층 101,102호(양재동,한솔로이젠트)"
GFP8XZ,37.37748,127.1125095,서울미트볼(수내점),13595) 경기도 성남시 분당구 백현로101번길 17 (수내동) 1층 107호
SELF_761VWM,37.5657556,126.8256199,브레디몽 (마곡코엑스점),07797) 서울특별시 강서구 마곡중앙로 143 (마곡동) 본동 지하 2층 232호 브레디몽
EOCEL6,37.5676857,126.8259795,중식당 청가_QR,"07788) 서울특별시 강서구 마곡서로 152 마곡동, 두산더랜드타워 B동 2층 203호 "
W15XPD,37.4892082,127.0083164,비노바인,06656) 서울특별시 서초구 반포대로23길 6 (서초동) 지하 1층
H6M8T5,37.5288489,126.9666286,보울레시피(용산점)_KIOSK,04378) 서울 용산구 한강대로 95 래미안용산 더 센트럴 지하2층 B240호 
O44VD1,37.4867831,127.0311273,샤브온당,06730) 서울특별시 서초구 남부순환로347길 54 (서초동) 1층
5O8W61,34.8772579,128.7056406,한화오션(MO2매점),53300) 경상남도 거제시 거제대로 3370 한화오션
84Q3WW,34.8772579,128.7056406,한화오션(PDC2매점),53300) 경상남도 거제시 거제대로 3370 한화오션
CDRTZU,34.8772579,128.7056406,한화오션(PDC1매점),53300) 경상남도 거제시 거제대로 3370 한화오션
SELF_EX5T3T,37.5378885,127.1335901,앤서니카페_QR,"05338) 서울특별시 강동구 진황도로31길 6 (천호동, 우정에쉐르) 101동102호 앤서니카페 "
ALBPY6,37.4898373,127.008013,피에프창(서초점),06656) 서울특별시 서초구 서초대로40길 41 (서초동) 1층
8LIEPK,37.5647746,126.825252,진진수라(코엑스마곡점),07797) 서울특별시 강서구 마곡중앙로 143 (마곡동) 지하 2층
MGUVFX,37.4852014,127.035879,153구포국수(양재역점)_QR,"06267) 서울특별시 강남구 남부순환로 2615 (도곡동, 극동스타클래스) 134호"
Q7EDO2,37.4852741,127.037348,컴포즈커피(양재도곡점),06268) 서울특별시 강남구 남부순환로 2629 1층 
48E3RB,37.5676857,126.8259795,에머이(마곡나루점),07788) 서울특별시 강서구 마곡서로 152 (마곡동) B동 108~109호
Q1GDGK,37.5647746,126.825252,단정(코엑스마곡점)_KIOSK,07797) 서울시 강서구 마곡중앙로143 지하2층219호
XZFE16,37.5673178,126.8270022,오봉집(마곡나루점),07788) 서울특별시 강서구 마곡중앙5로 6 (마곡동) 1층 
2RCF01,37.383026,127.1220749,원그릭_QR,"13591) 경기도 성남시 분당구 황새울로312번길 20 (서현동) 1층(서현동, 분당태성빌딩)"
6079JU,37.5372518,127.131426,금돈김치마을_QR,"05340) 서울특별시 강동구 천호대로 1077 (천호동, 래미안강동팰리스) B1층 111호 "
9C5MF6,37.4012686,127.1086539,리치앤,"13494) 경기도 성남시 분당구 판교역로 231 (삼평동) ,1층 122호"
5OX4GP,37.4864238,127.03213,갓포쿠모,06730) 서울특별시 서초구 강남대로41길 15-19 (서초동) 2층
C0X9CO,37.4864238,127.03213,진교원,06730) 서울특별시 서초구 강남대로41길 15-19 (서초동) 지하 1층
MT8I53,37.4864238,127.03213,아리가,06730) 서울특별시 서초구 강남대로41길 15-19 (서초동) 2층
Q7JJFP,37.4864238,127.03213,팔향,06730) 서울특별시 서초구 강남대로41길 15-19 (서초동)  지하1층
S7OD5Z,37.4864238,127.03213,브리즈,06730) 서울특별시 서초구 강남대로41길 15-19 (서초동) 1층 
OPTPF6,37.5820865,127.0035368,유가네닭갈비(대학로점),03086) 서울특별시 종로구 동숭동 1-76 1층 
MB6ACQ,37.5689579,126.9873653,이복희해장(종로직영점),03190) 서울특별시 종로구 삼일대로 385 (관철동) 1층
6BKILF,37.4875642,127.0087608,한국밥_QR,06657) 서울특별시 서초구 서초대로40길 92 1층
82KSK7,37.4889463,127.0072434,신박사콩사랑_QR,06656) 서울특별시 서초구 반포대로23길 30 (서초동) 1층
HR6AGO,37.4889123,127.0070667,벨레나_QR,06656) 서울특별시 서초구 반포대로23길 32 (서초동) 2층
