가맹점코드,위도,경도,가맹점명,주소
LZXA2S,37.5144857,127.0654791,타코볼볼(대웅제약점),06170) 서울특별시 강남구 봉은사로114길 12 (삼성동) B1층 01호 
OD_O30P71G,37.5144857,127.0654791,타코볼볼(대웅제약점)(오더),"06170) 서울특별시 강남구 봉은사로114길 12 (삼성동) B1층,01호 "
PN9N6I,37.3822668,127.2338414,선비꼬마김밥(경기광주1호점),12789) 경기도 광주시 태전동2길 4 (태전동) 1층 3호 
Z06SPU,37.5183912,127.0205405,신사 낭낙,06034) 서울특별시 강남구 강남대로156길 17 (신사동) 1층 
H72PHS,37.5191802,126.7624008,장모님순두부_QR,"14501) 경기도 부천시 오정구 삼작로 22 (삼정동) , 100-110(삼정동,부천테크노파크) "
BZV3W5,37.518658,126.764717,현아네집밥_QR,"14501) 경기 부천시 석천로 345 부대동 2층 205호(삼정동,부천테크노파크) "
QTRDJJ,37.4037875,127.0999418,스시가오,13486) 경기도 성남시 분당구 판교로255번길 9-22 (삼평동) 2층 
F8V1E9,37.5744291,126.9735649,광화문추어탕,"03170) 서울특별시 종로구 새문안로5가길 28 (적선동) 지하101,102,106 "
2UT13T,37.5147169,127.0184908,옥된장(신사역점),06526) 서울특별시 서초구 강남대로99길 23-9 (잠원동) 1층 
BXYMCG,37.5601421,126.9829442,오한수우육면가(명동점),04631) 서울특별시 중구 퇴계로 100 (회현동2가) 스테이트타워 남산 지하1층 B104호 
KAZR80,37.5582581,126.9819219,써브웨이(회현점),"04632) 서울특별시 중구 소공로 35 (회현동1가, 남산 롯데캐슬) 1층 101호 "
F96FT9,37.5595198,126.9860193,삼미옥,04629) 서울특별시 중구 퇴계로20가길 6 (남산동2가) 1층 
40F6LC,37.5104341,127.0556671,등촌샤브칼국수(삼성점),06166) 서울특별시 강남구 테헤란로81길 51 (삼성동) 2층 
NMZJ9H,37.5585036,126.9806853,남문아바이 왕순대탕(회현본점)_QR,04634) 서울특별시 중구 퇴계로10길 22-1 (회현동1가) 1층 
3PQ1EG,37.5052839,127.0501067,(주)파지티브호텔 키친 선릉,06162) 서울특별시 강남구 테헤란로 407 (삼성동) 1층 
74NB5Y,37.5674524,127.0097942,청담이 수육애 칼국수,"04566) 서울특별시 중구 을지로 281 지2층 D7호(을지로7가, DDP마켓) "
SELF_MMAEEJ,37.5029732,127.0465325,두꺼비 김밥_QR,06211) 서울특별시 강남구 테헤란로 322 (역삼동) 지하2층 B101호 
7ZR7SE,37.5657456,126.9885778,콜렉티보(을지로파인에비뉴점),04551) 서울특별시 중구 을지로 100 (을지로2가) 파인에비뉴 B동 1층 
SELF_NMK77G,37.4869342,127.0089685,콰이어커피_QR,06670) 서울특별시 서초구 반포대로19길 9-7 (서초동) 1층 
SELF_ZLBXSN,37.5303432,126.8936473,크록버거(선유로직영점),07218) 서울특별시 영등포구 선유로 190 (양평동3가) 크록버거 선유로점
RRCNLA,37.4918632,127.0087794,멘노아지,"06647) 서울특별시 서초구 서초대로 248 (서초동) , 1층 제 104호(서초동) "
Q955WK,37.5630463,126.9751722,고래카레,"04514) 서울특별시 중구 서소문로 124 (서소문동) , B1층(서소문동, 씨티스퀘어) "
SELF_NJ5QO4,37.5656965,126.9032843,고기식당 도야지 ,03938) 서울특별시 마포구 모래내로1길 20 (성산동) 2층 고기식당 도야지 
TVVARB,37.4006942,127.1069886,깡우동(판교유스페이스점) ,"13494) 경기도 성남시 분당구 대왕판교로 670 (삼평동) 1층 127호(삼평동,유스페이스2) "
ZHKNTX,37.5656965,126.9032843,고기식당 도야지_QR,03938) 서울특별시 마포구 모래내로1길 20 (성산동) 2층 
AZNU1P,37.5713896,127.0061483,명인설렁탕(광장시장점),03195) 서울특별시 종로구 종로 210 (종로5가) 2층 
BGY8SU,37.5723286,127.0004484,그라츠커피랩(종로점)_QR,03129) 서울특별시 종로구 대학로1길 34-11 (연지동)  1층 
8A9IH5,37.5303432,126.8936473,(주)크록버거(선유로직영점),07218) 서울특별시 영등포구 선유로 190 (양평동3가) 1층 (양평동3가) 
1Y8LUN,37.5425289,127.0592605,정든식당,04783) 서울특별시 성동구 연무장15길 11 (성수동2가) 2층 
3NODZQ,37.5426328,127.0520902,서울왕돈까스(성수점)_QR,04781) 서울특별시 성동구 성수일로4길 25 (성수동2가)  코오롱디지털타워1차 104-1호 
SELF_J7NIT1,37.4037875,127.0999418,버터루_QR,13486) 경기도 성남시 분당구 판교로255번길 9-22 (삼평동) 126호 버터루 
SELF_JNV3GT,37.3763761,127.1127697,다께야(수내역점),13595) 경기도 성남시 분당구 황새울로200번길 22 (수내동) 1층 
VV3J2V,37.509821,127.1136075,장수본가해장국(송파나루역점),05641) 서울특별시 송파구 오금로 167 (방이동) 1층(방이동) 
JBV210,37.401288,127.1104439,하동곰탕(화수분),13493) 경기도 성남시 분당구 판교역로 230 (삼평동) 지하 1층 
CLIVRQ,37.5363742,127.1364515,인심숯불돼지집,"05354) 서울특별시 강동구 진황도로 87 (길동, 청광플러스원큐브3차) , 1층 104~105호(길동,청광플러스원큐브3차) "
SELF_PDRPRO,37.4950134,127.1204127,양궈푸마라탕(가락점 ),"05718) 서울특별시 송파구 송파대로28길 27 (가락동, 송파 성원상떼빌) 102동119호 "
U7GOYY,37.3942057,127.108998,차고145,"13530) 경기 성남시 분당구 판교역로 145 백현동, 알파리움2단지 1층 108호 "
6KF0NP,37.5016372,127.0268917,킹케밥(강남점)_QR,"06129) 서울특별시 강남구 강남대로100길 10 (역삼동) , 지상1층 102호(역삼동) "
ZHKT3J,37.5636042,126.8278425,주식회사 오제제(마곡코엑스점),"07797) 서울특별시 강서구 마곡중앙로 143 (마곡동) , 지하2층 220호(마곡동) "
3DEDAM,37.483678,126.8954192,돈까스 브로스,08390) 서울특별시 구로구 디지털로 288 (구로동) 지1층 B117호 
5MLDKV,37.515798,127.0305802,미가한우.치킨처럼_QR,06052) 서울특별시 강남구 논현로136길 6 (논현동) 1층
7TYDY4,37.5040938,127.0536392,최순옥명품국밥(선릉점),06197) 서울특별시 강남구 선릉로86길 48 (대치동) 1층 
BGR0JD,37.4928895,127.0084849,서초 정계,06595) 서울특별시 서초구 법원로1길 20 (서초동) 1층
K4N302,37.3943999,127.1083521,엘까르니따스(판교점),"13530) 경기도 성남시 분당구 판교역로 145 (백현동, 알파리움2단지) 라스트리트 2동 2층"
WJ2HMK,37.4037875,127.0999418,돈까스에 미친 김밥,13486) 경기도 성남시 분당구 판교로255번길 9-22 (삼평동) 1층 
SELF_OFPT5P,37.4006942,127.1069886,커스텀커피(삼평동점),13494) 경기도 성남시 분당구 대왕판교로 670 (삼평동) B동 121호 
8SB0D4,37.5189944,126.7640725,매머드익스프레스(부천테크노파크),"14501) 경기도 부천시 석천로 345, 부대동 110호 "
A3DOX1,37.574115,126.9743671,청담원,"03170) 서울특별시 종로구 사직로 지하130 (적선동) 지하1층 32호(적선동,현대아케이트) "
DVGG3C,37.5189845,126.7624115,김명자굴국밥전문점(부천점),14501) 경기도 부천시 오정구 삼작로 22 (삼정동) 2층 
KFCCQ6,37.4012839,127.1086461,규카츠정(판교점)_QR,"13494) 경기도 성남시 분당구 판교역로 231 (삼평동) 1층 115호(삼평동, 에이치스퀘어 에스동) "
LR29O2,37.5721391,126.9993564,호앙비엣(종로5가점),03130) 서울특별시 종로구 종로31길 29 (인의동) 1층(인의동) 
SELF_HG9CBH,37.4895816,127.0075585,아이케이부오노 ,"06656) 서울특별시 서초구 반포대로27길 13 (서초동, 서초꽃마을 주얼리) 2층 아이케이부오노 "
SELF_XARWUI,37.3400457,127.1069711,랑데자뷰(오리점),"13636) 경기도 성남시 분당구 탄천상로151번길 20 (구미동) 20, 1층 랑데자뷰"
SPXLQ8,37.5191802,126.7624008,빽다방(부천테크노파크점),"14501) 경기 부천시 오정구 삼작로 22 100동 101호(삼정동,부천테크노파크) "
X8FQJH,37.5140521,126.7712996,우정식당_QR,14501) 경기도 부천시 오정구 석천로 345 (삼정동) 1층 
XDJV18,37.5140521,126.7712996,비에뜨반미(약대점)_QR,14500) 경기도 부천시 원미구 평천로669번길 11 (약대동) 1
SELF_07Y7UE,37.4012839,127.1086461,예술 작품을 빚다 비즐 ,13494) 경기도 성남시 분당구 판교역로 231 (삼평동) H스퀘어 S동 1층 126호 
350RV1,35.1416819,126.9220315,본우리집밥(전남대병원 푸드코트)_KIOSK,"61469) 광주광역시 동구 제봉로 42 (학동) , 응급의료센터 지하1층(학동, 전남대학교병원) "
Q4P6C9,37.4894308,127.007148,쎄종드파이_QR,06656) 서울특별시 서초구 서초대로40길 48-16 (서초동) 1층 
PAANB9,37.5364134,127.1332457,매머드익스프레스(강동역점),"05339) 서울특별시 강동구 천호대로 1089, 지하층 B31호 "
C02XZA,37.3966822,127.1106766,우슴(판교점),"13524) 경기도 성남시 분당구 대왕판교로606번길 31 (삼평동) 105,106,107호 "
K45OTL,37.5656514,126.9912643,바스버거(을지로점),04550) 서울특별시 중구 을지로12길 11 (을지로3가) 지하층 10호 
SELF_9RIRR4,37.5172698,126.8957152,강창구찹쌀진순대 영등포에이스하이테크시티점,07299) 서울특별시 영등포구 경인로 775 (문래동3가) b127 
SELF_SUEOUR,37.5676575,126.8256375,버거리(마곡나루역점),07788) 서울특별시 강서구 마곡서로152 A동 114호 
IU06MO,37.4858748,127.0363871,에스타미네 스탠드_QR,"06267) 서울특별시 강남구 남부순환로359길 13 (도곡동, 도곡동 955-7 근생도시형생활주택) 1층 102호(도곡동) "
S9WHA6,37.3799454,127.1168097,바름(수내역점),13595) 경기도 성남시 분당구 수내로46번길 11 (수내동) 1층 
UXL5AE,37.5671562,126.8272843,투썸플레이스(마곡나루역점),"07788) 서울특별시 강서구 마곡중앙5로 6 마곡보타닉푸르지오시티 157, 158, 239, 240호 "
8ZYLFZ,37.3867802,127.2341962,알찬냄비(태전점),12787) 경기도 광주시 태전동로 21 (태전동) 1층 114호 
ZJ22BX,37.5365254,127.1314031,밥쁘다_QR,05340) 서울특별시 강동구 천호대로 1073 (천호동) 1층 4호 
446L3U,37.5635957,126.8277325,고부대(코엑스마곡점),07797) 서울특별시 강서구 마곡중앙로 143 (마곡동) 지하2층 
OD_ODVAMMT,37.479637,126.89545,삼백집 지타워몰점(오더),08393) 서울특별시 구로구 디지털로26길 38 (구로동) G-Tower 지하2층 B33
C2RGTE,37.527054,126.9278476,은화수식당(여의도파크원점)_QR,07335) 서울특별시 영등포구 여의대로 108 (여의도동) 파크원NH금융타워(타워2)지하2층 육수당 여의도파크원점
85JFMV,37.5341729,127.1365317,오형제반점(길동사거리점)_QR,05373) 서울특별시 강동구 천호대로1128 (성내동) 108호 
26SG0Y,37.3639855,127.1063135,서혜커피_QR,13558) 경기도 성남시 분당구 정자일로156번길 6 뉴본타워 1층 
6RQXRW,37.4849747,127.031773,이삭토스트(서울_서초구청점),06734) 서울특별시 서초구 남부순환로347길 13 동흥빌딩 1층 101호 
9PH1RK,37.4865226,127.035873,신전떡볶이(도곡점),06266) 서울특별시 강남구 남부순환로359길 27 (도곡동) 1층 B호 
EXWE6L,37.5341201,126.7556816,웰빙푸드_QR,21072) 인천광역시 계양구 서운산단로 29 (서운동) 2층 
GWTFF5,37.3770103,127.11273,판교집(수내직영점),13595) 경기도 성남시 분당구 백현로101번길 16 (수내동) 1층 102호 
I5LIUD,37.4889996,127.0340804,영이네,06259) 서울특별시 강남구 도곡로4길 19 (도곡동) 1층 
J1A34H,37.486253,127.0388542,아벡제이 베이커리,06271) 서울특별시 강남구 남부순환로363길 12-10 (도곡동) 제3동 1층 
NB8PP1,37.4027741,127.1068214,진부엉이꼬마김밥,13494) 경기도 성남시 분당구 판교역로241번길 22 (삼평동) 1층 118호 
ONZAA8,37.4868306,127.0355248,오딸레,06266) 서울특별시 강남구 남부순환로359길 31 (도곡동) 1층 103호 
RQTXZM,37.4863203,127.036066,요커(양재점)_QR,06267) 서울특별시 강남구 남부순환로359길 23 (도곡동) 1층 102호 
TORL9Q,37.4851013,127.035744,죽이야기(강남양재역점),"06267) 서울 강남구 남부순환로 2615 , 127~130호(도곡동, 극동스타클래스) "
XD6OQI,37.4861643,127.0362213,국미당_QR,06267) 서울특별시 강남구 남부순환로359길 19 (도곡동) 1층 
2ZJD6H,37.3954881,127.1121146,쌉(SAAP) 판교테크원,13529) 경기도 성남시 분당구 분당내곡로 131 (백현동) 2층 
4O149U,37.5551679,127.1114168,워커힐호텔_프런트10_QR,04963) 서울특별시 광진구 워커힐로 177 (광장동) 1층 
5TVNDG,37.5551679,127.1114168,워커힐호텔_프런트9_QR,04963) 서울특별시 광진구 워커힐로 177 (광장동) 1층 
7FZP13,37.5551679,127.1114168,워커힐호텔_프런트2_QR,04963) 서울특별시 광진구 워커힐로 177 (광장동) 1층 
EBTFWG,37.5551679,127.1114168,워커힐호텔_프런트6_QR,04963) 서울특별시 광진구 워커힐로 177 (광장동) 1층 
IMLMKU,37.5551679,127.1114168,워커힐호텔_프런트5_QR,04963) 서울특별시 광진구 워커힐로 177 (광장동) 1층 
QF2C00,37.5551679,127.1114168,워커힐호텔_프런트4_QR,04963) 서울특별시 광진구 워커힐로 177 (광장동) 1층 
QS230Z,37.5551679,127.1114168,워커힐호텔_프런트7_QR,04963) 서울특별시 광진구 워커힐로 177 (광장동) 1층 
REDM9L,37.5551679,127.1114168,워커힐호텔_프런트1_QR,04963) 서울특별시 광진구 워커힐로 177 (광장동) 1층 
RHSB1L,37.5551679,127.1114168,워커힐호텔_프런트3_QR,04963) 서울특별시 광진구 워커힐로 177 (광장동) 1층 
Z18M85,37.5551679,127.1114168,워커힐호텔_프런트8_QR,04963) 서울특별시 광진구 워커힐로 177 (광장동) 1층 
5LCXWL,37.4853112,127.0318963,호앙비엣(양재역점),06735) 서울특별시 서초구 남부순환로347길 20 (서초동) 1층 
FDEKT3,37.4848792,127.0398547,장수정육식당_QR,06735) 서울특별시 서초구 남부순환로 2581-5 (서초동)  대호빌딩 
FS3B8Q,37.4863012,127.0406942,메가MGC커피(양재역점),"06267) 서울특별시 강남구 남부순환로 2615 , 지상1층 101호(도곡동, 극동스타클래스) "
KCI1PU,37.4833288,127.0348058,후토루(양재점),06749) 서울특별시 서초구 강남대로 221 (양재동) 1층 
LC22Y6,37.4834463,127.0360974,양재 샤브샤브 퀸즈가든,06736) 서울특별시 서초구 남부순환로350길 30 (양재동) 2층 
MOF3WQ,37.4838061,127.0382278,정고기_QR,06738) 서울특별시 서초구 강남대로34길 43 (양재동) 2층(양재동) 
O1ENBI,37.4839904,127.0351052,서울김밥(양재역점)_QR,"06736) 서울특별시 서초구 강남대로 224 (양재동, 양재한신휴플러스) 1층 "
TAOPPN,37.4835495,127.0379342,진여사댁_QR,06743) 서울특별시 서초구 강남대로34길 38 (양재동) 2층(양재동) 
U3QWYW,37.4853755,127.0321979,프릳츠(양재점),06735) 서울특별시 서초구 강남대로37길 24-11 (서초동) 1층 
BJR95I,37.4858513,127.0389103,개수리 막국수(강남도곡점),"06271) 서울특별시 강남구 남부순환로365길 5 (도곡동, 중명하니빌아파트) ,지상1층 116호,117호(도곡동,중명하니빌아파트) "
X4K1D2,37.4012839,127.1086461,샐러드박스(판교H스퀘어점),13494) 경기도 성남시 분당구 판교역로 231 (삼평동) S동 지하 1층 106호 
1L4LV8,37.3382141,127.1016827,홍호아(동천점) ,16827) 경기도 용인시 수지구 신수로 767 (동천동)  (동천동) A110호 
BKR_20004022,37.4953858,127.0293408,팀홀튼 (강남역대륭타워점),06241) 서울특별시 강남구 강남대로 362 대륭강남타워 1F 
KW66OZ,37.4938831,127.0313263,전주현대옥(강남대로점)_QR,06242) 서울특별시 강남구 역삼로 113 (역삼동) 1층 
M9WB0P,37.4975881,127.0302436,강남막국수&보쌈,06233) 서울특별시 강남구 테헤란로4길 13 (역삼동) 1층 
OWOBQZ,37.395519,127.1083979,판교육담,"13530) 경기도 성남시 분당구 대왕판교로606번길 10 (백현동, 알파리움1단지)  1층 105호, 106호"
TSMRSH,37.4955444,127.0282722,커피빈(강남대로점),06621) 서울특별시 서초구 강남대로 369 1층 커피빈(강남대로점) 
TXA7NC,37.496506,127.030153,커피빈(강남역랭기지타워점),06241) 서울특별시 강남구 테헤란로4길 28 826-28호 1층 커피빈(강남역랭기지타워점) 
71I9S7,37.4943184,127.0324599,대운식당,06243) 서울특별시 강남구 역삼로5길 6 (역삼동) 지상1층 101호 
2UA604,37.5397392,127.0638409,영순이네영양탕_QR,05079) 서울특별시 광진구 동일로18길 18 (자양동) 1층 
KO7YAD,37.3800471,127.1160698,엠브로돈까스(분당수내점),13595) 경기도 성남시 분당구 황새울로258번길 10-9 (수내동) 2층 201호 
PFUS4R,37.5404331,127.061562,차일디쉬_QR,04786) 서울특별시 성동구 연무장길 114 (성수동2가) 2층 
QK15VG,37.5392262,127.0618743,브루크_QR,04786) 서울특별시 성동구 뚝섬로15길 29-1 (성수동2가)  1층 
QL8ZDI,37.3799454,127.1168097,마포갈비,13595) 경기도 성남시 분당구 수내로46번길 11 (수내동) 113호 
QQLB5B,37.4836203,127.0354084,토다베이글(양재점)_QR,06734) 서울특별시 서초구 남부순환로 2567 1층
QYDVD6,37.540195,127.0632881,순대국닭곰탕집_QR,05071) 서울특별시 광진구 동일로 86 (자양동) 1층 
TT0DAJ,37.3401099,127.108152,맛있는천국,13636) 경기도 성남시 분당구 성남대로 51 (구미동) 1층 127호 
UB3Z6R,37.540197,127.0602201,떡본김에_KIOSK,04785) 서울 성동구 성수이로16길 33 2층201호
UYFORD,37.4811666,126.8953821,제이오제이엠푸드_QR,08389) 서울특별시 구로구 디지털로26길 61 (구로동) 지하 1층
RGU7VM,37.3800471,127.1160698,엠브로돈까스(분당수내점)_QR,13595) 경기도 성남시 분당구 황새울로258번길 10-9 (수내동) 2층 201호 
SELF_G85MNJ,37.3630628,127.1068064,씨티치킨앤펍,13559) 경기도 성남시 분당구 정자일로 132 (정자동) 엠코헤리츠 4단지 1층 D104호 
SELF_MLBGRI,37.3630628,127.1068064,델리쉬베이글,13559) 경기도 성남시 분당구 정자일로 132 (정자동) 엠코헤리츠 4단지 1층 D105호 
TXXIJ3,37.3975108,127.1120412,육회한 김스지,13494) 경기도 성남시 분당구 대왕판교로 660 (삼평동) 1층 
GVE2IV,37.2870478,127.057739,백소정(광교점),16508) 경기도 수원시 영통구 광교중앙로 145 (이의동) 1층 
I1SA0M,37.2870478,127.057739,멘지(광교엘포트몰점),16508) 경기도 수원시 영통구 광교중앙로 145 (이의동) 1층 
147K4S,37.4020702,127.1104411,윈썸커피,13493) 경기도 성남시 분당구 판교역로 240 (삼평동) 1층 119호 
LSPIH8,37.4020702,127.1104411,디엣테이블,13493) 경기도 성남시 분당구 판교역로 240 (삼평동) 지하 1층 
5PKJJS,37.3797527,127.1157275,자연식당(구도로)_QR,13595) 경기도 성남시 분당구 수내로46번길 22 (수내동) 2층 
C6PLI6,37.3799454,127.1168097,깡우동(분당수내역점),13595) 경기도 성남시 분당구 수내로46번길 11 (수내동) 1층 107호 
K7UB3T,37.3942237,127.1103225,패티바이번(판교알파돔타워점),13529) 경기도 성남시 분당구 판교역로 152 (백현동) 1층 
DJM2CH,37.5708463,126.9799236,전주콩나물국밥,03157) 서울특별시 종로구 종로 19 (종로1가) 지하1층 104호
5ID3TF,37.4924056,127.0286494,공차(서초우성점),"06627) 서울특별시 서초구 사임당로 174 1층 105호(서초동, 강남미래타워) "
139PRV,37.4799022,126.8952238,덮밥장사장(구로지타워몰점),08393) 서울특별시 구로구 디지털로26길 38 (구로동) 지하1층 B232호(1층 122호) 
6XPEDZ,37.479637,126.89545,덮밥장사장(구로지타워몰점)_KIOSK,"08393) 서울 구로구 디지털로26길 38 지하1층 B232호 (1층122호)(구로동,G-Tower) "
OD_OYKDWY8,37.4799022,126.8952238,덮밥장사장 구로지타워몰점(오더),08393) 서울특별시 구로구 디지털로26길 38 (구로동) 지하1층 B232호(1층 122호) 
09QZGU,37.401288,127.1104439,계란집_QR,"13493) 경기도 성남시 분당구 판교역로 230 (삼평동) , B동 지하1층 B-107호(삼평동,삼환하이펙스) "
QKSINK,37.5091177,127.0374617,오므토토마토(강남본점)_TABLET,06240) 서울특별시 강남구 테헤란로4길 29 (역삼동) 1층2호
SAMJUF,37.3972437,127.1114371,손에손잡고(판교직영점)_POS,"13524) 경기 성남 분당구 대왕판교로606번길 47 , 1층 102호"
R6BTHU,37.5596345,126.8365226,이치규(발산역점),"07803) 서울특별시 강서구 공항대로 269-15 마곡동, 힐스테이트에코마곡, 211호 "
69RFD0,33.4839504,126.4791678,홍대개미(제주 노형점),63083) 제주특별자치도 제주시 노형8길 19 (노형동) 2층 
TMI2VD,33.4877936,126.4785543,낙지와쭈꾸미,63098) 제주특별자치도 제주시 월랑로4길 6 (노형동) 유진상가2호 
GP29LD,37.4120603,127.0980886,이자와(판교아이스퀘어점),13449) 경기도 성남시 수정구 창업로 17 판교아이스퀘어 F동 2층 제212호 
PARIS_22543,33.4911313,126.4806303,파리바게뜨(제주노형점),"63128) 제주도 제주시 남념로 40, 1층(연동) "
BB4ECQ,37.5048288,127.0464448,샐러디(선릉점),"06150) 서울특별시 강남구 테헤란로 327 (역삼동) 1층 101호, 2층 201-1 비호"
IDVDQ9,37.4772466,126.8851308,삼백돈돈카츠(가산퍼블릭점),"08513) 서울특별시 금천구 디지털로 178 (가산동) M-B119호(가산동, 가산퍼블릭) "
RCK3B9,37.4772466,126.8851308,빤닭빤닭(퍼블릭가산점),08513) 서울특별시 금천구 디지털로 178 (가산동) A동 지하1층 M-B135호(가산동) 
N8AUBJ,37.2983694,127.069955,파리바게뜨(광교상현역점),"16943) 경기도 용인시 수지구 광교중앙로 320 (상현동) 105호,504호 "
X00T4R,37.4853773,127.0373536,양재옥,06268) 서울특별시 강남구 남부순환로 2629 (도곡동) 1층(도곡동) 
KHK82F,37.4851585,127.0321415,자인뭉티기,06735) 서울특별시 서초구 강남대로37길 24-7 (서초동) 1층 
ZUV791,37.3777866,127.1118045,강순자옛맛김치찌개(수내점),13595) 경기도 성남시 분당구 황새울로200번길 9-7 (수내동) 1층 101-1호 
SELF_J9U9JE,37.5163729,126.7648918,용주옥(약대점),14500) 경기도 부천시 원미구 석천로 328-6 (약대동) 1층 102호 파크버거 
79ZQXY,37.5242667,126.92482,로스옥(여의도점),"07325) 서울 영등포구 국제금융로2길 24 여의도동, BNK금융타워 SK증권빌딩 지하 1층"
KFQ75S,37.3942392,127.1091496,살레르노(판교점),"13306) 경기도 성남시 분당구 판교역로 145, 라스트리트 2동 2층"
WFTMWY,37.3640967,127.1053513,데이롱카페(분당두산타워점)_KIOSK,"13557) 경기도 성남시 분당구 정자일로 155 , 24층 일부호(분당두산타워) "
ALOSTP,37.4924402,127.0114027,카츠공방(교대점),"06645) 서울특별시 서초구 반포대로30길 53 (서초동) 1층 (서초동, 조광빌딩) "
28SZFE,37.468947,126.433441,아워홈(T2 별미분식),22382) 인천광역시 중구 제2터미널대로 446 제2여객터미널 지하1층 교통센터(운서동) 
BKR_00000110,37.5546196,126.9707004,버거킹(전서울역점),04320) 서울특별시 용산구 한강대로 405
QYSOXY,37.5619185,126.826919,매머드익스프레스(마곡두산더랜드타워점),"07788) 서울특별시 강서구 마곡서로 152, 에이동 105호 "
IRX0OX,37.4831024,126.8994318,오징어 맛집,08392) 서울특별시 구로구 디지털로32가길 1 (구로동) 지하1층 
6WXMI6,37.2654904,127.077348,메가MGC커피(수원황골마을점),16706) 경기도 수원시 영통구 영통로 523 (영통동) 메가커피 
51TJPD,36.3970611,127.4248448,수자원(북부사업센터)_QR,34350) 대전광역시 대덕구 신탄진로 200 (연축동) 한국수자원공사 
5JTM7E,37.5369841,127.1304589,이디야(강동역점),05336) 서울특별시 강동구 천호대로 1065 (천호동  강동상떼빌 로비층 106호) 
GRT2GE,37.5635957,126.8277325,(주)동원홈푸드 포르투세븐(마곡코엑스점)_KIOSK,07797) 서울 강서구 마곡중앙로143 르웨스트시티 지하2층
XS4ESN,37.5635957,126.8277325,(주)동원홈푸드 크리스피프레시(마곡코엑스점)_KIOSK,07797) 서울 강서구 마곡중앙로143 르웨스트시티 지하2층
SELF_EQ1XPJ,37.5597226,126.8315076,에네넨커피(NNN COFFEE),07802) 서울특별시 강서구 공항대로 213 (마곡동) 1층 109호
5FNYSG,37.5725636,126.9818234,그린 앤 그레인,03150) 서울특별시 종로구 삼봉로 81 (수송동) 1층 144~144호 
QVUDGR,37.2962338,127.6363336,죠스떡볶이(여주점),12622) 경기도 여주시 홍문동 35
9Z3AHH,37.4021926,127.1105799,오덮,"13493) 경기 성남시 분당구 판교역로 240 삼평동, 삼환하이펙스A동 지하1층 "
QKZE85,37.4021926,127.1105799,오덮_KIOSK,"13493) 경기도 성남시 분당구 판교역로 240 (삼평동, 삼환하이펙스A동) 지하1층 B114-1호"
TMYOJ2,37.4930079,127.029309,정상마라,06626) 서울 서초구 사임당로 181 1층 103호 
WP0XF2,37.3636827,127.1063104,"1,2,3 카페",13558) 경기 성남시 분당구 정자로 13 101호(정자동) 
2ZAV9F,37.3382141,127.1016827,하루엔소쿠,"16827) 경기도 용인시 수지구 신수로 767 (동천동) 에이동 241호(동천동,분당수지 유타워) "
D8EBXP,37.5436838,127.0651587,서소문순두부보쌈_QR,05020) 서울특별시 광진구 동일로 128 (화양동) 1층 
LXGRAE,37.5435802,127.0556438,멘야마쯔리(성수점),04782) 서울특별시 성동구 연무장5가길 25 (성수동2가) SK V1타워 1층 111호 
334DEH,37.5389621,127.0550811,마하차이(성수점)_QR,04784) 서울특별시 성동구 뚝섬로 399 (성수동2가)  2층 
UHDSU6,37.400161,127.104948,블루포트(경기창조경제혁신센터점),13487) 경기도 성남시 분당구 대왕판교로645번길 12  1층 일부(삼평동) 
5C67BO,33.5059287,126.495995,미도인,"63115) 제주특별자치도 제주시 공항로 2 4층 용담이동, 제주국제공항 "
KSEMAO,37.5346055,127.1319379,홍콩,05382) 서울특별시 강동구 천호대로168길 24 (성내동) 1층 
WWB0AF,37.5365192,127.1322521,홍순우 홍제동순두부우동국수(강동역점),"05340) 서울특별시 강동구 천호대로 1077 (천호동, 래미안강동팰리스) 지하1층 B101-110호 "
ZTVP6A,37.5363273,127.1335461,햄찌와베찌(강동점),"05339) 서울특별시 강동구 천호대로 1089 (천호동, 강동 헤르셔) 1층 B32호 "
SEBEHD,37.5366463,127.133117,코코플랑,"05339) 서울특별시 강동구 천호대로 1089 (천호동, 강동 헤르셔) 지1층 B12호 "
J16M3T,37.5365857,127.1333503,치코스,"05339) 서울특별시 강동구 천호대로 1089 (천호동, 강동 헤르셔) 지1층 B43호 "
TKFDXG,37.5373274,127.1320094,청년다방(강동역점),"05340) 서울특별시 강동구 천호대로 1077 (천호동, 래미안강동팰리스) 상가동 1층 103호 111호, 112호 "
V9J9NO,37.5357787,127.1341277,청담동마녀김밥(강동점),"05339) 서울특별시 강동구 천호대로 1099 (천호동) 1층 103호(천호동, 정산타워빌딩) "
NHUNVN,37.5338997,127.1343028,전통춘천닭갈비_QR,05373) 서울특별시 강동구 양재대로103길 68 (성내동) 1층 
ZQ4O7V,37.5371547,127.1346741,이삭토스트(강동성심병원점),"05338) 서울특별시 강동구 성안로 155 (천호동, 강동역두산위브센티움) 1층 104호 "
O0BU83,37.5355811,127.1372969,우리콩 손두부,"05355) 서울특별시 강동구 진황도로 100 (길동, 하이브) 1층 102호 103호 "
V7XCJL,37.5358216,127.1312686,얌샘김밥(강동역점),"05380) 서울특별시 강동구 천호대로 1078 (성내동, 씨제이나인파크) 1층 "
M7PUE8,37.533668,127.1325594,성내맛집,05381) 서울특별시 강동구 천호대로170길 42 (성내동) 1층 
